0.0008,0
0.0008,0
0.0008,0
0.08,12
0.08,17.8
0.08,14.8
0.8,37.5
0.8,62.7
0.8,60.2
8,66.5
8,80.2
8,73.3


0.0008,0
0.0008,0.2
0.0008,0.04
0.08,0
0.08,0.5
0.08,0.3
0.8,25.3
0.8,17.5
0.8,26.9
0.8,24.1
8,60.3
8,75.3
8,42.3

0.036,	0
0.036,	0
0.036,	2.7
0.36,	11.1
0.36,	7.4
0.36,	17.2
3.6,	34.2
3.6,	52.3
3.6,	58
36,	92.6
36,	94.8
36,	88.2


0.03,	24.2
0.03,	15.5
0.03,	12.5
0.18,	83.9
0.18,	50.2
0.18,	38.2
0.9,	94.7
0.9,	78
0.9,	64
3,	100
3,	100
3,	84.2


